total_blinks,blink_frequency,interval_variance,interval_skewness,duration_mean,duration_variance,duration_range,nose_to_left_ear_max,nose_to_left_ear_min,nose_to_left_ear_skewness,nose_to_right_ear_max,nose_to_right_ear_min,nose_to_right_ear_skewness,nose_to_forehead_max,nose_to_forehead_min,nose_to_forehead_skewness,nose_to_upper_mouth_max,nose_to_upper_mouth_min,nose_to_upper_mouth_skewness,label
9,0.09,0.7654320987654322,0.21712924938742267,6.555555555555555,39.580246913580254,18.0,2.104250419590262,1.7059989145376988,0.43700791827966073,2.0521408127448497,1.666126292042623,0.38866696668753536,4.226534018272038,3.4794580156581816,0.5076754513478662,1.2745892851190628,1.0477232414463586,0.31776366065511197,Deepfakes
6,0.061224489795918366,3.5833333333333335,0.8845460268201616,5.833333333333333,31.472222222222225,16.0,1.8054637607360429,1.5356727157399752,0.18441266503867942,1.7185176326903628,1.4616004238645095,0.43448174740837364,3.4548021159339415,2.8391812269449153,0.019387692138184986,1.0314648995988063,0.7545808841694138,0.26603979063644284,Deepfakes
3,0.030303030303030304,74.66666666666667,0.5951700641394972,3.0,0.6666666666666666,2.0,2.188508924325532,1.8291029473618516,0.12133075613237534,2.101523043506073,1.6625689002545259,-0.050971944851671204,5.082914802745951,4.253321652411364,-0.18567467004679616,1.830428578832291,1.3989288261613682,0.10995714586394505,Deepfakes
10,0.10204081632653061,0.45,0.9938079899999065,5.9,11.690000000000001,10.0,1.83331659754846,1.387995390855573,-0.7282079816298908,1.8985614801891253,1.523812332902997,0.3180896617927594,3.5242012456930665,2.7879119327699984,-1.3092488646954121,1.4153448603238115,0.9998481557565723,-0.2576747939108551,Deepfakes
3,0.030303030303030304,8.222222222222221,-0.17280054407864967,4.333333333333333,10.888888888888891,7.0,1.7167701082680324,1.3799223274047288,-0.22331336568950744,1.735305718369828,1.3628014718266654,-0.3441243114748533,3.6853987286336922,2.8420407091895967,0.4288379084042509,1.1509316491461583,0.8347357871604287,-0.42733206659956835,Deepfakes
3,0.030303030303030304,2.0,0.7071067811865475,23.0,138.66666666666666,28.0,1.8875757069388088,1.510602793062246,0.1681621519971458,1.9583064998515363,1.5003145371777487,0.01711702191437332,3.843690365028387,2.9848199071390407,0.06909478643426081,1.4304688729165902,0.9571166247852276,0.38189735192442603,Deepfakes
2,0.020202020202020204,2.25,0.0,2.5,0.25,1.0,1.7450416459083389,1.5464127036630873,-0.12907301727008863,1.7298033897458003,1.575389976191511,-0.12867938810212337,3.4296329799508234,3.096998907927269,-0.6334760972276833,1.1495257545391762,0.9633766352157443,-0.26674177450381875,Deepfakes
4,0.04,22.25,0.25725791245098173,2.0,0.0,0.0,2.054907387130357,1.6863283411852863,-1.3489936049151627,1.9832342006041113,1.5986486467731673,-1.1650864813845185,4.774357526126791,3.2834756198183963,-5.020556086162807,1.5840182370765514,1.064800140225869,-2.040903863870165,Deepfakes
7,0.0707070707070707,47.06122448979592,0.9059923754861383,2.5714285714285716,1.1020408163265307,3.0,2.0145670622126195,1.6925830493544827,0.5599007190515064,2.042559825646668,1.8096659538857474,0.2497302767615114,4.593932443344375,4.045554156810915,0.5877002183142968,1.7100774048840772,1.3028282341931747,-0.6373496633317763,Deepfakes
2,0.02,12.25,0.0,4.0,4.0,4.0,2.1804388392385223,1.711265613514184,0.1461838910788718,2.128777536370626,1.7000887992482336,0.39132323683539433,4.817090545844584,3.9576371310931346,0.5493555901125916,1.4325672544079386,1.1205932915953474,0.2863103746948399,Deepfakes
4,0.04040404040404041,277.25,0.21835000182020192,2.75,0.1875,1.0,1.7052702233310275,1.317176486288506,0.19780303663975685,1.6651461697974914,1.358881485161896,-0.42864640881855365,3.4162852172921165,2.8561282317147154,-0.20378292918702656,1.2065818361977803,0.93914982583267,0.19435228188488318,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.210888233478157,1.8023344944458701,-0.45559075218506506,2.274291527039348,1.821270769978458,-0.5094488322429029,5.109888794640435,4.360902665575753,0.3996219534550535,1.717887802838756,1.341535535216615,0.24733639130025384,Deepfakes
2,0.020202020202020204,1.0,0.0,3.5,2.25,3.0,2.2277843035360947,1.6355131806520153,-0.9479185640422041,2.2096409580645275,1.8067876631666304,-0.3290856741832979,4.822729311396016,3.8711892807628296,-0.8180223763507394,1.558324470043762,1.201911931078491,0.1777272221847782,Deepfakes
1,0.010101010101010102,0.0,0.0,5.0,0.0,0.0,2.3626181476965384,1.8471349702872086,-0.35387495701091753,2.356662227256729,1.8063602490123911,-0.408861965598857,5.471198378841286,4.505502453603212,-0.3091798449225822,1.8254811712819747,1.4139582761480058,-0.00129925028243863,Deepfakes
2,0.020202020202020204,0.0,,45.0,1369.0,74.0,1.680091643371891,1.4562776901930874,-0.41135725888596214,1.655937971680268,1.402791402464923,-0.81465313007387,3.3698751286985287,2.9493298196870676,-0.18743159387971914,1.233523236890242,0.8470674365460659,-0.08924069711143999,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,1.9525608081780121,1.739078433398801,-0.16757152275868847,1.8901898795051884,1.7010607887439282,0.01885756914033129,4.6639900342969804,4.195019211758572,-0.10338260113696109,1.6176620749021398,1.3644068231430957,-0.6861279720692051,Deepfakes
6,0.07792207792207792,1.6666666666666667,0.0,3.3333333333333335,3.8888888888888893,5.0,2.301024898518608,1.3748032210658654,-0.5475355399886631,2.106594591800311,1.5371101577476263,-0.1477514394110337,4.930016105060704,3.317913352532606,0.5353051601321058,1.5095564120877287,0.9853683864078752,-1.0271190189306716,Deepfakes
1,0.010101010101010102,0.0,0.0,2.0,0.0,0.0,1.938423928989272,1.3204187376261665,-0.4994011366714231,1.90348667497347,1.5281086451298067,-0.8362950280357212,4.625107777611346,3.391567774506764,-0.8578788415984225,1.7068421189803389,1.217830901263916,0.051086986055377204,Deepfakes
3,0.03,284.6666666666667,0.4884533402356751,5.333333333333333,0.888888888888889,2.0,2.201428039659609,1.1991717812386629,0.2657720991780155,2.164443911495546,1.2786403504576276,1.559773227989835,4.927676942964251,2.5959205294147707,4.247679983179384,1.8793387192487814,0.9913333814150852,4.923358419671518,Deepfakes
8,0.08080808080808081,38.9375,0.998967204499187,3.375,2.234375,5.0,1.9841932290476132,1.4349609097452412,-0.17872431393638624,1.9596374291211602,1.586422571001216,0.30127412793582725,4.5784868299936505,3.5556793461215355,-0.11379629829309108,1.2461482508691213,0.7834066191437683,0.3269681379322313,Deepfakes
5,0.050505050505050504,1.0400000000000003,-0.2715454178836397,10.8,44.56,18.0,1.8291473713043906,1.567461948782856,0.17909253083370646,1.8422106717531828,1.5748568568941845,0.04111465224165289,3.6221701845163445,2.9067202947919024,-0.44324623292371507,1.206863239219482,1.0272280365263773,0.026897124829294475,Deepfakes
11,0.1111111111111111,9.71900826446281,1.499687597622354,3.090909090909091,1.9008264462809918,5.0,1.9750080748756145,1.6410298719877423,0.07574928640650444,1.9028548081077576,1.663588926373392,0.08419265252671647,4.293851511651981,3.747152096011734,0.055783117185089555,1.570854517488453,1.2550102635459597,-0.05036630480143004,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.105273631625437,1.8549332422861486,-0.2851734845258042,2.0775001833069853,1.788876791722964,-0.17049264393709238,4.84683883730446,4.280747610072252,0.2645068531254907,1.7129877878047322,1.3416985406056963,-0.3720415353328621,Deepfakes
5,0.05,12.4,-0.0274820242377612,10.6,87.03999999999999,26.0,2.486157553759765,2.1234533476157367,-0.11554506455196711,2.5254514400216266,1.883042753415018,-0.46711445384442773,5.371815520537502,3.7472361701883115,-3.256691053563986,1.4757000718380349,1.178079558929763,-0.718576664109697,Deepfakes
3,0.030303030303030304,0.6666666666666666,0.0,2.6666666666666665,0.8888888888888888,2.0,2.5312593327306003,1.717929816282881,0.36748095399378633,2.4634913880775087,1.8139924366673315,0.34262578673504046,5.340354073525908,3.3750176935028717,-1.5712843574618935,2.009360519434689,0.8580021875055799,-3.3452779033156728,Deepfakes
1,0.010101010101010102,0.0,0.0,3.0,0.0,0.0,1.8553964138705517,1.503151554440489,-0.8866027388420986,1.8590240457175273,1.4216675818539368,-0.5099230243139908,3.6653973606496977,2.844858788906593,-1.3636179845887126,1.0474836874244156,0.870024180350722,-0.27014424483552335,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,1.8653923910477554,1.6343713304814977,0.1151447668882744,1.8673589637155246,1.668386261660092,0.1953525524560275,3.7203740903447313,3.25799212165516,0.08734532628172499,1.4123244925695544,1.1882300094986977,0.1619155107611083,Deepfakes
2,0.023809523809523808,121.0,0.0,2.0,0.0,0.0,2.4383281573002127,1.5774519400085312,0.3311021185031485,2.502090836995164,1.6974497487632718,1.3415682087783969,4.9914131364071,3.78230305654008,-0.8080038773513155,1.7201495999546026,1.3745923565985043,-0.39752242928025905,Deepfakes
4,0.04040404040404041,71.1875,0.9800678599885025,3.75,1.6875,3.0,2.399403657301578,1.90539682010545,0.12590205535494225,2.3030081638267967,1.885564914569094,0.11032769301895998,4.695968945806714,3.9089052158909228,0.06504232728456436,1.4533409282243017,1.0813064690313603,0.19414324851090817,Deepfakes
7,0.07142857142857142,60.408163265306136,1.9624641785243475,7.285714285714286,23.63265306122449,12.0,1.7769635019832977,1.3718281363718763,-0.5639907212334572,1.7146271952386403,1.341895687938546,-0.383081054938039,3.3860850909684794,2.4553693513244905,-1.8080817958992677,1.6199087028984984,0.9465432964239621,3.3004737261433643,Deepfakes
3,0.03,32.0,0.7071067811865475,27.666666666666668,436.2222222222222,47.0,1.7783183823737334,1.5862327706138524,-0.14644916981144365,1.8447414253032832,1.6283354244538648,0.3353389134622415,3.821466363820109,3.3219228641022065,0.4380223399654902,1.3648749319281306,1.0792940047595339,0.06524508466662288,Deepfakes
4,0.041237113402061855,159.25,0.26870428881957725,3.5,2.25,4.0,1.8152405208506255,1.1040289701914234,-0.5207869648709174,1.8311597113753881,1.2133047919584359,0.1724546684905031,3.7723911864317734,2.2672910856464665,-0.45478500268268696,1.2833011043221927,0.7325539955147103,0.10958147834923061,Deepfakes
5,0.050505050505050504,82.8,1.419101453612672,4.2,5.36,5.0,2.3943675458234215,1.6954962515252565,-0.5475632340010274,2.4306089382397307,1.7515574718984015,-0.334759368673647,4.963240438503108,3.748310736270412,-0.13964369855347028,1.8752318236256933,1.2879723820570672,0.21334030559297462,Deepfakes
1,0.010101010101010102,0.0,0.0,2.0,0.0,0.0,1.9338984897787765,1.6385662606721245,-0.6612353548412765,1.9515661261614456,1.680108334451278,-0.12546464093626952,3.968530940601456,3.4569223307672083,-0.430020947417693,1.4305311652861619,1.215009172347501,0.19581324028866678,Deepfakes
9,0.09090909090909091,19.11111111111111,1.0852223842273727,3.5555555555555554,2.9135802469135803,5.0,1.8411285236339443,1.5678099290229286,0.49278302665555285,1.8878413407049313,1.5792120228067859,-0.1021006915123763,3.95468589549636,3.2965742897347106,0.3154964263903369,1.158229691515689,0.8932198927116001,0.23992643279001985,Deepfakes
4,0.04040404040404041,150.0,0.816496580927726,3.0,1.5,3.0,2.406215480084718,1.4308292618486547,-0.524269968606231,2.2620823196115305,1.5205945754829875,-1.0642482301909533,5.1483886343221394,3.5262869775460373,-0.2907142105380373,1.6803300955962837,0.7563010627245369,-0.007842642223575644,Deepfakes
1,0.01,0.0,0.0,2.0,0.0,0.0,2.201022143601011,1.7733281974504767,0.024706295817080774,2.204092427573075,1.750456905541737,-0.16721261767623175,5.250117929030518,4.419620514103299,0.2699581705865916,1.5942989773205685,1.3036025923228691,-0.3658326003891047,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,3.081290624458654,2.2601357693934765,1.1856963361284525,3.1342379713566912,2.272106010896367,0.25012203253684806,7.064724488897916,5.126256441196409,1.0918770403015632,2.370991438683647,1.6501384576890732,0.6308337853106999,Deepfakes
3,0.030303030303030304,220.66666666666666,-0.7047042291017759,4.0,0.6666666666666666,2.0,1.9864467139366682,1.6338086061491555,-0.2881929995029346,2.019135675562038,1.7097383442039658,0.1666744567802304,4.42336222617333,3.867955488410388,-0.03136447122254018,1.4949696583528727,1.1876495908987397,-0.07985542354148127,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.146596415301112,1.5284264011372712,0.02624396663223973,2.2618237857097534,1.7959419087312782,-0.1635691386037694,4.760016269205656,3.7772607246623675,-0.2062123329774259,1.7617165327377926,1.0253965439214507,-0.2315187179322612,Deepfakes
10,0.10101010101010101,3.29,2.1596913084074734,5.3,16.609999999999996,15.0,1.946383653475741,1.5550823602152894,-0.22616195094166355,2.027087577363161,1.4832872451372936,-0.0907949468839285,4.648661495521582,3.891066037426814,0.13241909581804154,1.5975096048856063,1.2362016142437156,-0.01072533295445608,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.124268891180721,1.639369949674199,0.33472649055946857,2.189199908378191,1.8030956653937076,0.521419158262526,4.250744296844232,3.554583689244911,0.5996008739523491,1.2905931095023915,0.8697180107755336,0.017251115185508984,Deepfakes
7,0.0707070707070707,32.0,1.5578446273016124,8.0,32.285714285714285,17.0,1.5415356959850919,1.386646535556949,0.06151340501374755,1.5780100954985792,1.4193482957618158,0.4775375811362396,3.2205569266249556,2.7158204096020038,0.439472300089663,1.0954226614750642,0.7839907998357181,0.5411209878714052,Deepfakes
4,0.04,6.6875,0.24394285237600857,13.25,20.6875,12.0,2.3945577236172393,1.925520769797449,-0.3166435761968444,2.3906864928765716,1.789779356891777,-0.4636053035330071,5.099842331689357,4.2250190620835975,0.0015192503707380234,1.2883381327921215,1.0252798042569768,-0.12192047654969221,Deepfakes
2,0.024390243902439025,0.0,,37.5,182.25,27.0,2.07834296409412,1.5065877295708143,0.728309361915785,2.0217502143271653,1.3452722645636495,-0.2106371871328514,3.9842931446719225,2.482663440957211,-0.22300246829586978,1.4622193968769683,0.8364710133746673,0.27271891159181305,Deepfakes
2,0.020202020202020204,210.25,0.0,2.0,0.0,0.0,2.207953143086208,1.8874274772865902,0.4021107438319996,2.177694788449563,1.922580264687826,0.11550525654145491,4.754889717063744,4.125289200061687,-0.40594864673682574,1.7613707683373363,1.3077528179757802,0.15509939241340812,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.5132257543308785,2.007133370027747,0.10499374777751926,2.490232881090283,2.043738763048312,0.11352203031945446,5.6494745575345195,4.7608196000987615,-0.08224615489329046,1.973365045737372,1.4547709434589988,-0.21237316121031752,Deepfakes
1,0.010101010101010102,0.0,0.0,3.0,0.0,0.0,1.8410649818322624,1.4187503410971734,-0.6831165513632421,1.9466008011591522,1.627132538460952,-0.11389258009079442,4.53064199376661,3.683546604199811,-0.930344019587295,1.6618006882272853,1.3678973435997326,-0.13241448536514178,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.585327003579689,2.1191353923880287,-0.3139432443509319,2.462034618328888,2.010135622316073,-0.34259228805373165,5.6624533212999895,4.902699197378311,0.17971529149215842,1.9350115706543332,1.3127084649329135,1.6156034849334184,Deepfakes
3,0.03,32.888888888888886,-0.1728005440786506,9.0,12.666666666666666,8.0,1.8222915003842297,1.1884375128848865,-2.3893764083772684,1.8090709935441787,1.1438936869538228,-4.628277877567912,3.721888678295597,2.8372269946914277,-1.0817379122183473,1.3596635431623736,0.8377924376065106,-2.444267184367249,Deepfakes
4,0.04040404040404041,4.1875,0.6892544771146772,14.5,376.75,46.0,1.8965512248338774,1.6693859595469005,0.3572359819319205,1.9598502991953715,1.7048177195739354,0.9870901974995734,4.054956258937909,3.2756137997478114,-0.3948763890001486,1.2894772440188063,0.9424689279424836,-0.30078343974363575,Deepfakes
6,0.06060606060606061,122.47222222222224,1.519830677841076,7.0,60.0,22.0,1.7291747165937452,1.5013988565988692,0.3665029368436578,1.7381943007543215,1.5410806651280455,0.28112143974904763,3.527135676862502,3.1018954021401153,0.15851518501412176,1.1943627118851503,0.874953064986186,1.0968378581304206,Deepfakes
2,0.020202020202020204,2.25,0.0,37.0,1156.0,68.0,1.7777042477075786,1.40819921059996,-1.0515558257032516,1.7821888667061805,1.4394957326507658,-0.45792260819913533,3.626518408089428,2.780496894535917,-0.6685437364226697,1.3964487929821328,1.0933442841446332,-0.07563445419732402,Deepfakes
2,0.02,0.0,,31.5,2.25,3.0,1.8799874173165325,1.5538835912730646,0.37903264839331635,1.8473166641704235,1.53566866198231,0.10300891387585993,3.798192900306221,3.216029831595097,0.1421048953949076,1.469544373469558,1.2043405818192374,0.50205489738574,Deepfakes
5,0.050505050505050504,18.240000000000002,-0.6771761887686063,2.6,0.64,2.0,1.6742821060677213,1.3768722127970847,0.5784427433778853,1.7418264837080415,1.398738139675281,0.8270023066876337,3.4528333861981846,2.4334997865640347,-0.3913315826063009,1.2628002478651805,0.6555391230482651,-2.078399074419944,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,1.8644028339254217,1.5221988687217762,-0.6631390634751084,1.8404086568658562,1.561504173160233,-0.28182663058989404,3.7247415165112803,3.143517928590494,-0.7281386298275927,1.3824619757176733,1.1448114237610671,-0.22159563267447024,Deepfakes
4,0.04040404040404041,31.1875,0.23737721018453836,4.0,5.5,6.0,2.4307921891281974,1.9022332225329306,-0.21472340163681136,2.417912076158077,1.67355791708342,-0.5985962533440901,5.3111567337622,4.36251505774759,-0.2739170991180166,1.7877949112968634,1.2095315336677166,-0.1412973726858174,Deepfakes
6,0.06060606060606061,112.88888888888887,0.9324450269565436,2.1666666666666665,0.13888888888888887,1.0,1.8209804539342413,1.4522433174916232,-0.015949473466919523,1.7898563479438623,1.536370572962523,0.22091278758135663,3.7568413129664,2.8977859550156957,-0.14800816185910282,1.2084255983057883,0.9183287069006937,0.22107397549727204,Deepfakes
2,0.020202020202020204,870.25,0.0,3.0,1.0,2.0,2.041211582248862,1.2919290643001846,-2.1274715714262893,2.0663993526377444,1.4014617741979853,-2.048097102300696,4.687844740553872,2.8699677670823003,-2.629678194627109,1.5939612199625948,0.8114821732245139,-1.2243513012557756,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.391898087778611,1.8186128022411059,0.7985866379861337,2.3401071147455923,1.9315738176093091,0.9866678456596603,5.197312210723068,4.480485134817866,0.8928320077936807,2.0643955589034992,1.4663708299089928,0.7233516233865511,Deepfakes
7,0.0707070707070707,0.0,,9.0,57.142857142857146,23.0,1.675174284603059,1.5010635778142365,0.4977644730390715,1.729529500424639,1.5080413733223255,0.1252986073384727,3.6504574737911857,2.5272548582867924,1.5303273377742823,1.2554809738479924,1.0013416595645313,0.858794563890317,Deepfakes
7,0.0707070707070707,17.83673469387755,1.874645069317896,5.571428571428571,9.959183673469386,8.0,2.250864598213581,1.7865026184849817,0.6085088450446665,2.1759797117615367,1.7324040506881606,0.24393872143011155,4.242587452113071,3.2702082146244216,0.3880614224879244,1.598459580810972,1.0948828638361432,0.07205572427569783,Deepfakes
1,0.01,0.0,0.0,3.0,0.0,0.0,1.939765432374938,1.2717675266953243,-2.614299754411832,1.9121386079735903,1.2134702009057394,-2.7522407051672504,4.344380456163699,2.1503402053372525,-4.5682611233873365,1.4861957684278082,0.7822817985223229,-2.690848256649684,Deepfakes
7,0.0707070707070707,32.9795918367347,0.8448272133834254,4.142857142857143,4.979591836734694,6.0,2.1710888625320406,1.715002999946742,0.5381821673091081,2.1587070730484665,1.582893025338346,0.39302439386101085,4.684932484725119,3.8387505342813553,0.6245435073491025,1.6639929918958343,1.2508784768930086,-0.5314145946939348,Deepfakes
1,0.010101010101010102,0.0,0.0,4.0,0.0,0.0,1.7969780409691472,1.5137439703627293,-0.8181331080792285,1.7973594233153285,1.6244484000780925,0.04654033061273223,3.544686940096594,2.702860201028342,-1.0679668128182538,1.3622808551620436,0.9777933644405096,-0.43255155949253443,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.138418375027198,1.815996723150622,-0.3351887483673714,2.1628567154525813,1.68700949576118,-1.8254151464799808,4.775871162132261,3.9239328749543025,-1.1288616420244864,1.4886367861794116,1.2031567181919711,0.48015963303459475,Deepfakes
6,0.06060606060606061,52.47222222222223,1.7734274977177593,4.833333333333333,8.13888888888889,8.0,1.6522420337111408,1.2684219956517249,-0.11271914839702518,1.5889164583216724,1.3020303898735421,0.13023279932619172,3.1521223099783393,2.5319405955879253,0.11896301479330747,1.0528767221981492,0.7521343347489412,0.20202834421325394,Deepfakes
4,0.04040404040404041,15.1875,0.21383343303319471,7.75,51.1875,18.0,1.5695726835029882,1.4002174086968224,-0.05545790170499438,1.5871802893634188,1.4178801925700635,-0.226502068836573,3.1465324573040356,2.7361181472187632,-0.3752348727055412,1.1207863477551918,0.9205329380824759,0.11764947283928291,Deepfakes
1,0.010101010101010102,0.0,0.0,2.0,0.0,0.0,2.1505312425449707,1.859937239798634,0.13271339975306073,2.015454062025876,1.7019216928596077,0.592175083730343,4.513527065025496,3.8507026122255543,0.6064430432126886,1.5392158588755513,1.1929322095543278,0.8974452525852677,Deepfakes
2,0.020202020202020204,16.0,0.0,24.5,156.25,25.0,2.2276772620663063,1.9078821351332491,-0.08849063400222153,2.1242497016457222,1.797744228994164,0.4887153594481799,4.644815978306877,4.0016176078459145,0.09851790121136704,1.6720135818169721,1.2773573170218369,-0.0799642892368198,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.1697423674229355,1.748199261527846,0.23485932549767402,2.226864183642137,1.6963922027628615,0.183724188726287,4.6825967785243465,3.9841349464534983,0.05734823562400764,1.530319817159656,1.159367470564249,1.1889430702199992,Deepfakes
5,0.050505050505050504,0.0,,16.0,67.6,24.0,2.112868563131762,1.8255101822368232,0.16431974608061573,2.1781778554802322,1.8611242784873714,0.2203878198765684,4.29813335081301,3.6429405392747114,0.844743268230895,1.5516005031330429,1.2045182129831877,0.00600545228774283,Deepfakes
6,0.06060606060606061,11.138888888888886,0.6834355156809988,8.833333333333334,35.13888888888889,18.0,1.8984466042131782,1.5754004046710977,-0.474052534728427,1.9022025030554905,1.5633541472555093,0.4905469103663731,3.8800586557568817,2.8460061547188915,-0.6010326255582152,1.4247562308095478,1.1169329840194675,0.5836213591307072,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.2945541233025675,1.390818513518623,-3.923493716524059,2.3154921055375324,1.4051124116299278,-2.3671416968856276,5.3089360432967565,2.883462768241845,-5.3982569561353735,1.7808061274337146,0.6984313240505123,-3.3018297104041365,Deepfakes
6,0.06060606060606061,1.2222222222222223,0.054820244468683874,10.333333333333334,60.555555555555564,23.0,1.9521073780484253,1.4025944959559977,0.14738637353130457,2.0370699710791804,1.5172183083997262,0.3145811581022383,3.7409312384892015,2.8946927162223317,-0.19348870042830865,1.2395025798327053,0.8629154793850651,0.8376040994328183,Deepfakes
8,0.08080808080808081,6.5,1.4482422287127437,6.125,25.609375,13.0,1.660980610525483,1.4327519777346445,-0.014380357222681385,1.7459642240630053,1.471067933139535,-0.32348448198676283,3.449713669131852,2.9423440014048574,-0.12708617023538424,1.3172774744683582,0.9011647867507577,0.2623770637368289,Deepfakes
6,0.06060606060606061,5.0,1.7888543819998317,12.666666666666666,89.8888888888889,22.0,2.261247520095137,1.6871362558187772,-0.40585847348484705,2.1998113696641157,1.7783623542594489,0.15268624762563493,4.897779322204207,4.05634206719695,0.03789546410887983,1.8804119097850052,1.2775335600139341,0.5380509875845655,Deepfakes
4,0.04,210.5,1.1198193194493469,4.75,9.1875,7.0,2.39471870701525,1.1619257502975329,-2.8222521824581293,2.312984031057732,1.3272399857258275,-0.9024010670625312,5.242349268166684,2.7549461922144256,-2.4656591633558653,1.6528642476550406,0.883577242863639,-1.758532250706028,Deepfakes
2,0.02,56.25,0.0,3.5,2.25,3.0,2.206735439481685,1.8424870057437739,0.4283491561468245,2.2857933986801497,1.8345716737174476,0.5691846496212528,5.054595929044115,4.408235143981929,0.23560395330578485,1.8242614303785265,1.3722702442457357,0.06554795396399526,Deepfakes
4,0.04,131.5,0.43867331773426715,6.25,14.1875,10.0,1.8037833816950268,1.453158097414714,-0.2970406546925758,1.8911690575959579,1.530126458942411,-0.19170593846035672,4.295716604387911,3.551261331818304,0.09650782342370944,2.0429551104130517,1.4785342143394022,0.2725134548882429,Deepfakes
0,0.0,0.0,0.0,0.0,0.0,0.0,2.0754439069087174,1.8181318363376435,0.8888470181234124,2.0740047495256393,1.6722753951382647,0.04329980078492775,4.695067405324863,4.006854385545029,0.00588706911704539,1.6325090384730436,1.3307110339251962,-0.40010452695237614,Deepfakes
